R556371,R869021
R232178,R678303
R169594,R605240
R940539,R318124
R918729,R470022
R839634,R960251
R838863,R897726
R209278,R732938
R745781,R501441
R335427,R511960
R268202,R400219
R989030,R567853
R961522,R549372
R595253,R318262
R105373,R986064
R489738,R326809
R860971,R795300
R295425,R446830
R421026,R919319
R766798,R897162
R286770,R223043
R345760,R968315
R174036,R743606
R446074,R322726
R307932,R979403
R736488,R433587
R193827,R237224
R554446,R761304
R257004,R622382
R634525,R911212
R404689,R839652
R949519,R598799
R888031,R394058
R740613,R422055
R406374,R157710
R119790,R506892
R194723,R828645
R539592,R131105
R715812,R514373
R861006,R709519
R846853,R597021
R599143,R563518
R259479,R208548
R718496,R999127
R548810,R529995
R432280,R460502
R732614,R594846
R641189,R766588
R550940,R546711
R111271,R231928
R827393,R443244
R872157,R631789
R464371,R765446
R465784,R840401
R339510,R308062
R154706,R935553
R892227,R126087
R247654,R572894
R235345,R330201
R647144,R150924
R979426,R541659
R328428,R319019
R909930,R311552
R519564,R255274
R835146,R389799
R380836,R834178
R359482,R860429
R717957,R917986
R138106,R836540
R212061,R926873
R337584,R789165
R920001,R778633
R319091,R472462
R340043,R429894
R288145,R249511
R854475,R718834
R866783,R566690
R283182,R321083
R642061,R494473
R191075,R961406
R298666,R533557
R330606,R764757
R284931,R403960
R448539,R607995
R481246,R741363
R886346,R146750
R856982,R172133
R818745,R126700
R760699,R786563
R563241,R864957
R802168,R527676
R982589,R944774
R581877,R586512
R440662,R557968
R994238,R624435
R942210,R906687
R360031,R884690
R675723,R969782
R638318,R915798
R608866,R576562
R494602,R676078
R169762,R261902
R530978,R776188
R845927,R593996
R259013,R171276
R159636,R964252
R512025,R628472
R277212,R414840
R355270,R974891
R275273,R261182
R440130,R130230
R209795,R675839
R116347,R781061
R649023,R192196
R861279,R947396
R899591,R733906
R201744,R481747
R519858,R425795
R164600,R831162
R952942,R556624
R395823,R879771
R990857,R806468
R775790,R755010
R401152,R120995
R632432,R823019
R230910,R687322
R357685,R551719
R983148,R378870
R409770,R993164
R960014,R970471
R546313,R368971
R721204,R809400
R724465,R220560
R624007,R280543
R472213,R503908
R927351,R360739
R714881,R961325
R912738,R640689
R543108,R327847
R451804,R120946
R679121,R812322
R354854,R222059
R264030,R355779
R924749,R558021
R506051,R890900
R308763,R403671
R964367,R675049
R615964,R649200
R232986,R605011
R150355,R948244
R248014,R421338
R571425,R772222
R906539,R312529
R446378,R998201
R956706,R348704
R547859,R336649
R407959,R969618
R782670,R796064
R871077,R541928
R672512,R529419
R908786,R485321
R832358,R818681
R723698,R431844
R997591,R673655
R146380,R170764
R155954,R223557
R694523,R727566
R791584,R955127
R669123,R755011
R361160,R188448
R855641,R711908
R142416,R168078
R127301,R579613
R945061,R114757
R360512,R430088
R224962,R883152
R524013,R112323
R116850,R182832
R581614,R461686
R457004,R552071
R785780,R233170
R212469,R303974
R906846,R975615
R681867,R133484
R394740,R708627
R765325,R225328
R905048,R400548
R580428,R953745
R328678,R451519
R659381,R661508
R258910,R856719
R981085,R989974
R591451,R558351
R939628,R104215
R178062,R692642
R667042,R534829
R996817,R133025
R435779,R623603
R304217,R254471
R722984,R744132
R714300,R352203
R873047,R413076
R442549,R117793
R230350,R951271
R900386,R427247
R328922,R264263
R599208,R328143
R723398,R485700
R232674,R520947
R783671,R425042
R249456,R361321
R763639,R546371
R386059,R533208
R116610,R844253
R360111,R971607
R817516,R736035
R994910,R365528
R747685,R657795
R766257,R496676
R873713,R996812
R846305,R299739
R515574,R709003
R977636,R992194
R214904,R916066
R323042,R887070
R923930,R683642
R698984,R545799
R975481,R424285
R421256,R778887
R811449,R522633
R630156,R563036
R653194,R791229
R247112,R897629
R161479,R602986
R833928,R101235
R389126,R971046
R232645,R559861
R938643,R663372
R118723,R693766
R829807,R132397
R644256,R367809
R933911,R551596
R337656,R121885
R314781,R821036
R528494,R802127
R812364,R829784
R849883,R778763
R441269,R167679
R676426,R257483
R993435,R901328
R285055,R741780
R212998,R257223
R149139,R626887
R410644,R914995
R349685,R685557
R714366,R657526
R303847,R257189
R528754,R272555
R130795,R694750
R971211,R678036
R781918,R591400
R418331,R746632
R628965,R347642
R818307,R902371
R730556,R279844
R606526,R955700
R931470,R497278
R197197,R398195
R838601,R393650
R500721,R668374
R456338,R823409
R125907,R894159
R905114,R978467
R460497,R200879
R238949,R943770
R141621,R434825
R155661,R525518
R171019,R682551
R752616,R681087
R638478,R915288
R836242,R761741
R781050,R887980
R570344,R395251
R143910,R372057
R600273,R816766
R933230,R335539
R533780,R890690
R629376,R274905
R227292,R992762
R290420,R761344
R189570,R884542
R520076,R226657
R900056,R419901
R704313,R368390
R780231,R854652
R198021,R490024
R137027,R867022
R339306,R333930
R575934,R965084
R136438,R345208
R675864,R972191
R437261,R721925
R564748,R869138
R217649,R109697
R713623,R382468
R181541,R180781
R403332,R912956
R846717,R623888
R530048,R116044
R663156,R552431
R457164,R939463
R312210,R714679
R809183,R407543
R353923,R822774
R993559,R278319
R204150,R260646
R102423,R579321
R788623,R109085
R817076,R536759
R285144,R662748
R736159,R933972
R495814,R327675
R369363,R736338
R730940,R230253
R848435,R822221
R240103,R121609
R604186,R513410
R776673,R241605
R709258,R734652
R173089,R116381
R742785,R410275
R232494,R445043
R567178,R852733
R571161,R322256
R193204,R742642
R923923,R590695
R367832,R997244
R282263,R745981
R125872,R934357
R977758,R713758
R542962,R736783
R211536,R104355
R937917,R930960
R283564,R416025
R154256,R668535
R960630,R489533
R540382,R644180
R233065,R460876
R307695,R392663
R625590,R982409
R424567,R713472
R384285,R448204
R117157,R408339
R178306,R715427
R928212,R663515
R851890,R193627
R331207,R822510
R148858,R569168
R683637,R411623
R478636,R230651
R275332,R573998
R656179,R644332
R350252,R298462
R187499,R815140
R407166,R564394
R192282,R777456
R753697,R218696
R845972,R736225
R720504,R657350
R911081,R160255
R678192,R341416
R531308,R486669
R937303,R193185
R832867,R343915
R725735,R640015
R345222,R375057
R832306,R508531
R308818,R239959
R175961,R721705
R708059,R882118
R479392,R860452
R490520,R761623
R607116,R357597
R789534,R486823
R592296,R285187
R448719,R795977
R828433,R484648
R714231,R997337
R102099,R430340
R736012,R679164
R583936,R525070
R648831,R205863
R689223,R325752
R728008,R531647
R589236,R289946
R771333,R237146
R326480,R947522
R593456,R458965
R399170,R348049
R531733,R699789
R411297,R129800
R840040,R183924
R594237,R514422
R509527,R201513
R860879,R208633
R971501,R684909
R550864,R848380
R413781,R630308
R487188,R820613
R971656,R515838
R948430,R274006
R613525,R655730
R585702,R459763
R174342,R442792
R270390,R495701
R387778,R181645
R540916,R355747
R604908,R418627
R438564,R675317
R359196,R126846
R598236,R592954
R188454,R269204
R183445,R547242
R702345,R209557
R659534,R875173
R405131,R744895
R525941,R206825
R624164,R475423
R408699,R745871
R550225,R295659
R629773,R792622
R728119,R752301
R572271,R825211
R546700,R853183
R767138,R204035
R981790,R644170
R300293,R243582
R747662,R383850
R648583,R208268
R406582,R575790
R526428,R188489
R432731,R535491
R913842,R358807
R815730,R536435
R282587,R401370
R742156,R235767
R407099,R126318
R698743,R804846
R767336,R642808
R203432,R703807
R468831,R130981
R419883,R101608
R194309,R931742
R583330,R460536
R527478,R551076
R247857,R347387
R681331,R569186
R763168,R246809
R580947,R233407
R330257,R962843
R325573,R607697
R294806,R493109
R588129,R337888
R955093,R246672
R392107,R312911
R112780,R901495
R701053,R615472
R382479,R904968
R981779,R329704
R136295,R513221
R333795,R159935
R979077,R690164
R244279,R674534
R828543,R587214
R449138,R990052
R977788,R465761
R272827,R943937
R765661,R400213
R650344,R197143
R126186,R954776
R812589,R622066
R598210,R388858
R434150,R570948
R315376,R854246
R342225,R240845
R328150,R582638
R661034,R561653
R594950,R434370
R521576,R613020
R252489,R620194
R904741,R316107
R536406,R719453
R304975,R572077
R872995,R720761
R346704,R868128
R405936,R842036
R463407,R227728
R216724,R383308
R362559,R208071
R193059,R652343
R595798,R431142
R604272,R124865
R971224,R269991
R567691,R177431
R140460,R950732
R105213,R779570
R523516,R153390
R132151,R843959
R684399,R684828
R271701,R507640
R807692,R657311
R704942,R202337
R321162,R448715
R232714,R508693
R609630,R414008
R171425,R914868
R708117,R193041
R658853,R729371
R232630,R236723
R199358,R618054
R611596,R184360
R846527,R916333
R703848,R254713
R615613,R116830
R448381,R463807
R575049,R917939
R236841,R121214
R696034,R420009
R858048,R494304
R175710,R467659
R572323,R573573
R564585,R740195
R510830,R329845
R104103,R233346
R573914,R307372
R197277,R714023
R514703,R552285
R800819,R135550
R692695,R106352
R758530,R528629
R308161,R952751
R941447,R821451
R704559,R572046
R554335,R712555
R994056,R461651
R754496,R807072
R130550,R875981
R753020,R349959
R160210,R140028
R193997,R171352
R784655,R917950
R707809,R283330
R466065,R617923
R209889,R525383
R760182,R942868
R537156,R926298
R262282,R275030
R356585,R801178
R118841,R543190
R269494,R158043
R456940,R526494
R453950,R737165
R173243,R645519
R811258,R580310
R939962,R229417
R803882,R101772
R689678,R573151
R459047,R837489
R228536,R554761
R649068,R574328
R744105,R734377
R266001,R524071
R505622,R366012
R654031,R909345
R889202,R303345
R576400,R498271
R200365,R820761
R376848,R854140
R656982,R143717
R259078,R612951
R656149,R786016
R857617,R720743
R724021,R376511
R653230,R687356
R871017,R924393
R231024,R186090
R788926,R619624
R986025,R717532
R585815,R790719
R508374,R695608
R464530,R626968
R551037,R418711
R149943,R908114
R486386,R547187
R213084,R341323
R242098,R869924
R953118,R273237
R862617,R842475
R971922,R326403
R164290,R520393
R469764,R416412
R179759,R458594
R406689,R271967
R667777,R346659
R848723,R886056
R169051,R993372
R419334,R816331
R112513,R204466
R839701,R878780
R856916,R556169
R310574,R733667
R261312,R298150
R823576,R152380
R688737,R266715
R452417,R182569
R994070,R754349
R800232,R535431
R389152,R560177
R960498,R974296
R594178,R265354
R846904,R944293
R235731,R356964
R828701,R806845
R427157,R329569
R901619,R339367
R155080,R577967
R684386,R673785
R301062,R707278
R308713,R472004
R961195,R501553
R696196,R424696
R476011,R531326
R956884,R454264
R375194,R420700
R329816,R385502
R551667,R923301
R105762,R528540
R124815,R811237
R411545,R978654
R405532,R394348
R556914,R338519
R663930,R105731
R259771,R693550
R117733,R368798
R702946,R565935
R265109,R991350
R934934,R172034
R623619,R865518
R373781,R573741
R179960,R482360
R359923,R345839
R273891,R483089
R922631,R168192
R850844,R459176
R149090,R463792
R735962,R738954
R122418,R703650
R403102,R883431
R607962,R674660
R367705,R675671
R880052,R891392
R193828,R945268
R237415,R272718
R475385,R669622
R160170,R175315
R690023,R130706
R668568,R423578
R786436,R270244
R822990,R956700
R559833,R807258
R932095,R696617
R283986,R203952
R693872,R591639
R392775,R605472
R239835,R888191
R217869,R165020
R496871,R776786
R786656,R567307
R145773,R159371
R714120,R856573
R801191,R469935
R152050,R982736
R950760,R517102
R656644,R701737
R177699,R318298
R190165,R303555
R907786,R398623
R596352,R156816
R893308,R215545
R444870,R396385
R886272,R785083
R109251,R238178
R496843,R593226
R342980,R492161
R196394,R675964
R198852,R854437
R122144,R907746
R500639,R288526
R545931,R446103
R275170,R785999
R214113,R682171
R578547,R521464
R531863,R424391
R502120,R849323
R573159,R824108
R264597,R830865
R725136,R274577
R975700,R901235
R414906,R635767
R104701,R958938
R556691,R174239
R913080,R229652
R720437,R669764
R527976,R977558
R122219,R969201
R296279,R481938
R567314,R727295
R380119,R130359
R490387,R221838
R476617,R898814
R743434,R622510
R120425,R338572
R470289,R386695
R671446,R983171
R985661,R618416
R811596,R630895
R454515,R473203
R854469,R169151
R154382,R532870
R629405,R344197
R147381,R729317
R526063,R512093
R138110,R887613
R742899,R610418
R300642,R618324
R359925,R904581
R347570,R205492
R368316,R490043
R127453,R343569
R181688,R841489
R599423,R980883
R597990,R216797
R825150,R828494
R443069,R166759
R399879,R750382
R770641,R107101
R403091,R816327
R245649,R588189
R388017,R379438
R618808,R343027
R158849,R798972
R238098,R868176
R193963,R684574
R657421,R157162
R236644,R438414
R709190,R801557
R185230,R152506
R903671,R882481
R611922,R149705
R450262,R403678
R260199,R738863
R359312,R445253
R106735,R921926
R183908,R409605
R237380,R414356
R138570,R200108
R349012,R866352
R277249,R179404
R793040,R106195
R985917,R578196
R181569,R172645
R580578,R728191
R708872,R358147
R134212,R641434
R375189,R238417
R851124,R720028
R236076,R130932
R793676,R839635
R962670,R762458
R336285,R409392
R980121,R216276
R415751,R972008
R125773,R861912
R173186,R288513
R883461,R577753
R658824,R417824
R557643,R622377
R130628,R529215
R834216,R349812
R641764,R375630
R561874,R816461
R102984,R417466
R700741,R967619
R272532,R766088
R234606,R189388
R828273,R897914
R495100,R344501
R207266,R346919
R361649,R702529
R378211,R327512
R772260,R210444
R741681,R422982
R193714,R165719
R671926,R329714
R437380,R593840
R385274,R873100
R532524,R892105
R255849,R389800
R804590,R942296
R212465,R773103
R731463,R573664
R830103,R265339
R829147,R703040
R954103,R311423
R737597,R901724
R597957,R968696
R303220,R521371
R310530,R797348
R523977,R381758
R800213,R971858
R310028,R286617
R575811,R261197
R473119,R994129
R165664,R679912
R516600,R948750
R654742,R230295
R576541,R306331
R817887,R650796
R461494,R988240
R590753,R399743
R625219,R514581
R996003,R812653
R714493,R556891
R876060,R868527
R678593,R999892
R914294,R334841
R612534,R940916
R931235,R933997
R392965,R142958
R860946,R889325
R301919,R375741
R556222,R374412
R771315,R992725
R830458,R168824
R761597,R960894
R745552,R558757
R287396,R452465
R705353,R846005
R239403,R928184
R178046,R471904
R631867,R240155
R993937,R812780
R170581,R694484
R348987,R937386
R251376,R956691
R336412,R133557
R654986,R466419
R204989,R401159
R853763,R779890
R640434,R656186
R571048,R447704
R780676,R465795
R261139,R914040
R973597,R811691
R430461,R643438
R662427,R437273
R597381,R529422
R195615,R327917
R892998,R585293
R190552,R112951
R919810,R317521
R753285,R843886
R693617,R708790
R517058,R236284
R714563,R803357
R421254,R297316
R950345,R921480
R619194,R548911
R191027,R552409
R335820,R409950
R786195,R151729
R208762,R971840
R558202,R503764
R693042,R149233
R615589,R978338
R525825,R716505
R603464,R377738
R457982,R235864
R343727,R541686
R272941,R996904
R624851,R809846
R798642,R981365
R464509,R249826
R735449,R549029
R836107,R467536
R480272,R506863
R426494,R338247
R635753,R448646
R755524,R947904
R710872,R609972
R494855,R536292
R868284,R587580
R896389,R179801
R268438,R222186
R909937,R409484
R281123,R471761
R475228,R395559
R762942,R398775
R130985,R517268
R849234,R608113
R112760,R775642
R209071,R580492
R745404,R117633
R442483,R405527
R659551,R464008
R233097,R433032
R101770,R279176
R891182,R589092
R239853,R529306
R549147,R943126
R778462,R299073
R491536,R339677
R678839,R648020
R988817,R958586
R812523,R756723
R212814,R560116
R870278,R641213
R424686,R637600
R109857,R663618
R689040,R428114
R307618,R178970
R186044,R564476
R372712,R875157
R716210,R497881
R601734,R460396
R263223,R929073
R167317,R809891
R461098,R409167
R243816,R402953
R317214,R131178
R198177,R697739
R619046,R672779
R550800,R926548
R501284,R229926
R510173,R474512
R714203,R875043
R452093,R132399
R770749,R517624
R703803,R948534
R996012,R469523
R119079,R457107
R808368,R320222
R571537,R195997
R863682,R562088
R375826,R895470
R612735,R258596
R257050,R563179
R920931,R971395
R532158,R205006
R299227,R216115
R583343,R639103
R644527,R337823
R170189,R616478
R275734,R834400
R296509,R386630
R218285,R113009
R724163,R233861
R519323,R417957
R108331,R844041
R621609,R927955
R790052,R174217
R865510,R508280
R539978,R933040
R911427,R758552
R836326,R102516
R858362,R587175
R743277,R392428
R743314,R203231
R197124,R992580
R916489,R535376
R666738,R447354
R714107,R941709
R156904,R295818
R429119,R708563
R280690,R601407
R830918,R797720
R747005,R209450
R790433,R950859
R874079,R200582
R269759,R855330
R725354,R245980
R672677,R615968
R431482,R262854
R489372,R218658
R633338,R364423
R305057,R894011
R831964,R803027
R641217,R554364
R919015,R604409
R129242,R975122
R987856,R921006
R793689,R760509
R777677,R127016
R734773,R914822
R447116,R959929
R624382,R439876
R684857,R622017
R546776,R118355
R186361,R556765
R603026,R435505
R717067,R431851
R453910,R249381
R118132,R745493
R821580,R996559
R658730,R942178
R412146,R778775
R187821,R628768
R610541,R342902
R437371,R804990
R895583,R352619
R191222,R944397
R523250,R844103
R410136,R345045
R279311,R417911
R274434,R121000
R772536,R298088
R181170,R139836
R731108,R626045
R507353,R158234
R629375,R693442
R291686,R347764
R859788,R892457
R855403,R675078
R880665,R235063
R101465,R270093
R504413,R957526
R641001,R158220
R335010,R799061
R775865,R876373
R404496,R935220
R507597,R934504
R115990,R886210
R715665,R199711
R313206,R863265
R755368,R642926
R574084,R131138
R609353,R487154
R632885,R327670
R555480,R256191
R127895,R485479
R517864,R900278
R743530,R147962
R222685,R481644
R271929,R810512
R110689,R648397
R958081,R156358
R554101,R576404
R664639,R112574
R993188,R175246
R346580,R631530
R992786,R332414
R563519,R769947
R709321,R145796
R614292,R853479
R269609,R576463
R491047,R969732
R692902,R990490
R950774,R602217
R940087,R558699
R268355,R351785
R291898,R743170
R744668,R392996
R676977,R315833
R990980,R135620
R186772,R477761
R915245,R305098
R147825,R323927
R557111,R757188
R885213,R426519
R871167,R585060
R442683,R311940
R876599,R362087
R402354,R414824
R414311,R163463
R641003,R232768
R365932,R722657
R891441,R427776
R366493,R746147
R118725,R882881
R373972,R707067
R349491,R115612
R721532,R833713
R582695,R250966
R663852,R102059
R784643,R667900
R440210,R416518
R870131,R453497
R175905,R326558
R195112,R911124
R715853,R586794
R992394,R909409
R773060,R797308
R960166,R676812
R490269,R362534
R987677,R340574
R607308,R451656
R288283,R387539
R572523,R446088
R229254,R137918
R172493,R442114
R826682,R609867
R597828,R113706
R202674,R554488
R705709,R774123
R494069,R821851
R587996,R805072
R212817,R479951
R623659,R856037
R244973,R384116
R511636,R314885
R256293,R514246
R274269,R412276
R379835,R596720
R461293,R105737
R696172,R709670
R731513,R153590
R950094,R620954
R920418,R350626
R605682,R481688
R298124,R599414
R107478,R693882
R990353,R766829
R293303,R616967
R531362,R493561
R344782,R311105
R373727,R370596
R213279,R180514
R307970,R377309
R550784,R967508
R854296,R563215
R192114,R118581
R962654,R985438
R393116,R821917
R684149,R437042
R546278,R232356
R583222,R202982
R998007,R466520
R784871,R402088
R314912,R328667
R582197,R269817
R252234,R775608
R880348,R937941
R215583,R336112
R350338,R609907
R416144,R345759
R542722,R716286
R583586,R528068
R547403,R600666
R607857,R783381
R822114,R354592
R791712,R241247
R357521,R205706
R649733,R877274
R269360,R453810
R565617,R703679
R740700,R499300
R446320,R478456
R966740,R660707
R835202,R704143
R928148,R673452
R351076,R289260
R289923,R998457
R621341,R119954
R374313,R466781
R938384,R300239
R221200,R254403
R252235,R122999
R428990,R449867
R581226,R484642
R143743,R662037
R946543,R820485
R342033,R612094
R633621,R209521
R463897,R220913
R618030,R671724
R928287,R614434
R567404,R685551
R868776,R796814
R759628,R311506
R656864,R472014
R504387,R704974
R568438,R188031
R203489,R570294
R521772,R758588
R431746,R114317
R483574,R336049
R947716,R864320
R914925,R814332
R268209,R877639
R891685,R516300
R768977,R503225
R465080,R942376
R113159,R603592
R382505,R198905
R461239,R391416
R196181,R748797
R491430,R955186
R928793,R466848
R456059,R804753
R435739,R757139
R736154,R564085
R897672,R256630
R524962,R482315
R725915,R753115
R258683,R666994
R423017,R465948
R781414,R304650
R436918,R709917
R159821,R339116
R454636,R825464
R706083,R709894
R621102,R748727
R915246,R716418
R620532,R817029
R129468,R431883
R343083,R816923
R541913,R586907
R271328,R244564
R655813,R419267
R484161,R714892
R141386,R531521
R544112,R586707
R694579,R725868
R533448,R847814
R651628,R217582
R788945,R722798
R945963,R413357
R446305,R250989
R303388,R879990
R932484,R816077
R748834,R707587
R565034,R449711
R548999,R484478
R420554,R467224
R390160,R852561
R318651,R759945
R318151,R167403
R366387,R826672
R655156,R680237
R691552,R622204
R620233,R219656
R495231,R476539
R920115,R519343
R986060,R114818
R278253,R430286
R711214,R812073
R921572,R161649
R163828,R454558
R964423,R235113
R756074,R520385
R719723,R508653
R708249,R773907
R399329,R103778
R549723,R441719
R627217,R952041
R155176,R109602
R350451,R916392
R155723,R929624
R321751,R872654
R367446,R320731
R340610,R337465
R922328,R512760
R915194,R932731
R195186,R683476
R285274,R944869
R175720,R855161
R759436,R216736
R847273,R130803
R481923,R764054
R545776,R234429
R744595,R773033
R606034,R894121
R532490,R986540
R372133,R229224
R795330,R164150
R902781,R848748
R955086,R161137
R590253,R256406
R535208,R200797
R390012,R128362
R865082,R279571
R587433,R630617
R647672,R844458
R142746,R735102
R657010,R914726
R608611,R205260
R762542,R116894
R738891,R372724
R486274,R423209
R176979,R673597
R584697,R880426
R537609,R468193
R122970,R616294
R411947,R380478
R152201,R797856
R851540,R989883
R415631,R831224
R845697,R823882
R573212,R258304
R231698,R174107
R545809,R374698
R316665,R769760
R690725,R733711
R525575,R496974
R690877,R183588
R999545,R876882
R156186,R522871
R602952,R505858
R452209,R974305
R640860,R558109
R794452,R296621
R880197,R528268
R114606,R776595
R215441,R451169
R639135,R838175
R884861,R659781
R997662,R595679
R123018,R525939
R785830,R409204
R935925,R757860
R664096,R309514
R873501,R196355
R103271,R133681
R784760,R168918
R134827,R343968
R769200,R774819
R490883,R931839
R210159,R500882
R369239,R908989
R286456,R430208
R609942,R894228
R384044,R859311
R739035,R973230
R968771,R576525
R777626,R558337
R574999,R430238
R623898,R679807
R150203,R634587
R793606,R412971
R337295,R767276
R699571,R134556
R840052,R598780
R274353,R389854
R199283,R324866
R466026,R921842
R983528,R830922
R877087,R542937
R199549,R805201
R522653,R428737
R601072,R654119
R353116,R958332
R322023,R922356
R320778,R343067
R926517,R247856
R351939,R722222
R567891,R663013
R856480,R815404
R818438,R301227
R181225,R967884
R835144,R844165
R885255,R584995
R327139,R282977
R179238,R522156
R534294,R420799
R866596,R825108
R606460,R988959
R790605,R814395
R110451,R565882
R338793,R850699
R932717,R819041
R725102,R974801
R737403,R303157
R475912,R894660
R157717,R917189
R110892,R378613
R234281,R669510
R654926,R847517
R955881,R363923
R430515,R380821
R647106,R423006
R838966,R406910
R941194,R429291
R132929,R289250
R421129,R225057
R766326,R678264
R184408,R518474
R256900,R448633
R622754,R328303
R955016,R735545
R170597,R117871
R315585,R611407
R957773,R284167
R366548,R536252
R588019,R319117
R544209,R824460
R432182,R631739
R824624,R591749
R104183,R958663
R163790,R701074
R319610,R271699
R693724,R611766
R452477,R436305
R543446,R963702
R373097,R139677
R983448,R543347
R281483,R448121
R630471,R990639
R418506,R250967
R953833,R488593
R168106,R368315
R392146,R590337
R420280,R536640
R494998,R762934
R228925,R229948
R708767,R349463
R188400,R956722
R226084,R267180
R182818,R188147
R382576,R553051
R694519,R828588
R950773,R245029
R171508,R821474
R329314,R664247
R361492,R294594
R216824,R308483
R498456,R737585
R338515,R501326
R216847,R498296
R143692,R986128
R883508,R569783
R697731,R294542
R854474,R403223
R508789,R661710
R589974,R254208
R858498,R202267
R988312,R183281
R858501,R225897
R366058,R320509
R519506,R931057
R917889,R600460
R118582,R833868
R514346,R853538
R343691,R456806
R168745,R520847
R926895,R821770
R966097,R145163
R133462,R848002
R258702,R791361
R249190,R323676
R604108,R230960
R626766,R709486
R289363,R823256
R811580,R641276
R379404,R980455
R849121,R749770
R354289,R591018
R347344,R500086
R734075,R561929
R971000,R593486
R575936,R895126
R487440,R415195
R780928,R399985
R356863,R419001
R553012,R368506
R157934,R175074
R858789,R836820
R167727,R328346
R350685,R250469
R123099,R781721
R485315,R227768
R664929,R277096
R589806,R297561
R608988,R314624
R461134,R822061
R313776,R582858
R731217,R495300
R917178,R341144
R133196,R249171
R845680,R567920
R673780,R657335
R486905,R322517
R438165,R116639
R589268,R484964
R754573,R474177
R812001,R496427
R731405,R506028
R264764,R989327
R674553,R352396
R683073,R430225
R121107,R308992
R998957,R359249
R508724,R819506
R463489,R112322
R635533,R835398
R924299,R839132
R793677,R464150
R160762,R862850
R493860,R673058
R484561,R150903
R326603,R793515
R882986,R561354
R821311,R356175
R664390,R309725
R643071,R150940
R800217,R671533
R388233,R225736
R452387,R470130
R774830,R137881
R956894,R241488
R452523,R813568
R583102,R584347
R756879,R246827
R917892,R978929
R929069,R130222
R455504,R542358
R346273,R524251
R631090,R989248
R236834,R733227
R363524,R130389
R810384,R925605
R709243,R724925
R739045,R967973
R379336,R110576
R454679,R462721
R914446,R331119
R666583,R340766
R105947,R507236
R932427,R129851
R202090,R246624
R493461,R356204
R525984,R614379
R178396,R949996
R588501,R814285
R185532,R926059
R580692,R976304
R882787,R495422
R778913,R394830
R792058,R902138
R717306,R534938
R192644,R947804
R531110,R401238
R336936,R198823
R766843,R703893
R963686,R115807
R517185,R788899
R843497,R480434
R386229,R152332
R558660,R814186
R669718,R315709
R895131,R293959
R278773,R780153
R690498,R713172
R899079,R985822
R277653,R662811
R257257,R307547
R165037,R558566
R670482,R866416
R665757,R659694
R905880,R998026
R865526,R970033
R254827,R394911
R183330,R604681
R210580,R693594
R736153,R781289
R417995,R323178
R197294,R856762
R488426,R807127
R907043,R131047
R426186,R486685
R497934,R519573
R590273,R793755
R690235,R142682
R174676,R530528
R948112,R931925
R337178,R373427
R262843,R291031
R823774,R151638
R673607,R478903
R493508,R352307
R904050,R611968
R546110,R264909
R149359,R106688
R372997,R782923
R699822,R690836
R426178,R735460
R435987,R467114
R426031,R323736
R584561,R250780
R110704,R102492
R678609,R515826
R376471,R890426
R555955,R888305
R638782,R567941
R235675,R911983
R939070,R353632
R249714,R558544
R822298,R994524
R840677,R489355
R360040,R544839
R890965,R862732
R284356,R922423
R423079,R943623
R416433,R939587
R537915,R534505
R769813,R222085
R423914,R200501
R510702,R805749
R685813,R451981
R987839,R741663
R217432,R904782
R622943,R326564
R997125,R387356
R308294,R184292
R894398,R246995
R345308,R464948
R615783,R882998
R492450,R783826
R668034,R784594
R892529,R503554
R203204,R580136
R827623,R760713
R892367,R682928
R806034,R605984
R287637,R508322
R190182,R716381
R152320,R201512
R630976,R196724
R220861,R974526
R409116,R919667
R605250,R514573
R142387,R821164
R218876,R556609
R913598,R113693
R262996,R677935
R497219,R706661
R985859,R369928
R983825,R837829
R266688,R552583
R489827,R469570
R846608,R592826
R227987,R483828
R361069,R789637
R574660,R824676
R609670,R947358
R534055,R800233
R686819,R781288
R414861,R595378
R787376,R953503
R351012,R603146
R387513,R199861
R559322,R964215
R103887,R823534
R286250,R884989
R585793,R299019
R932548,R962270
R327654,R659049
R324942,R237453
R242714,R762258
R225323,R632815
R241627,R832455
R525066,R973645
R501468,R577241
R535886,R200708
R133164,R774887
R219372,R905660
R910882,R111834
R876228,R146842
R468764,R212834
R420817,R634098
R261779,R612352
R585968,R534378
R592771,R832536
R657866,R429805
R173901,R319053
R465017,R911538
R483377,R606363
R937877,R816214
R537718,R268102
R172148,R571034
R237327,R160855
R582374,R310195
R287767,R563251
R107799,R135770
R136582,R302472
R614479,R840362
R734095,R499864
R503861,R799603
R921916,R178399
R336282,R769778
R214691,R664018
R656463,R621682
R194263,R755818
R417635,R190240
R897919,R434387
R723683,R278452
R169442,R167675
R603387,R262001
R392997,R308962
R256373,R469927
R298953,R152366
R561545,R867118
R925170,R162317
R415696,R465762
R115849,R768555
R915341,R162478
R867419,R709086
R342528,R129214
R256501,R924605
R920201,R260619
R328916,R678722
R300163,R940809
R556237,R384919
R695026,R634376
R507659,R784521
R725476,R248583
R849208,R267816
R206805,R987568
R608428,R300291
R465339,R251776
R379782,R571159
R888068,R997142
R447059,R270228
R139265,R251849
R512174,R845505
R110678,R257140
R598549,R856235
R470872,R126131
R477262,R169719
R390936,R203616
R351722,R904110
R247484,R281044
R235004,R708927
R744963,R410039
R458972,R131237
R443071,R428149
R203438,R175904
R454729,R109571
R815257,R761526
R358039,R655494
R903835,R182246
